acqic,bacno,cano,conam,contp,csmcu,ecfg,etymd,flbmk,flg_3dsmk,fraud_ind,hcefg,insfg,iterm,locdt,loctm,mcc,mchno,ovrlt,scity,stocn,stscd,txkey
6716,37434,3299,993.02,5,62,N,4,N,N,0,5,N,0,32,132312.0,247,34429,N,5820,102,0,1423967
6777,3527,203332,188.78,5,62,Y,8,N,N,0,5,N,0,32,151248.0,384,1838,N,5817,102,0,923983
6769,54375,112167,239.0,5,62,N,5,N,N,0,5,N,0,32,125749.0,251,78058,N,5817,102,0,369291
6716,44278,33862,812.26,5,62,Y,8,N,N,0,5,N,0,32,145631.0,247,34188,N,5820,102,0,1495665
6032,27494,100603,547.53,5,62,N,4,N,N,0,5,N,0,32,171256.0,251,81157,N,5800,102,0,225423
6769,127619,144851,362.61,5,62,N,5,N,N,0,5,N,0,32,200828.0,251,77976,N,5817,102,0,110272
6716,16237,29902,1114.71,5,62,N,4,N,N,0,5,N,0,32,192808.0,292,50720,N,3281,102,0,924193
6769,124776,169599,378.81,5,62,N,5,N,N,0,5,N,0,33,161143.0,291,78439,N,3588,102,0,168062
6231,19025,54812,713.91,5,62,N,5,N,N,0,5,N,0,33,170704.0,191,16620,N,5817,102,0,1782051
6032,63508,74526,887.15,5,62,N,5,N,N,0,5,N,0,33,210409.0,251,78068,N,5800,102,0,196904
5975,143151,86742,669.66,5,62,N,4,N,N,0,5,N,0,33,182632.0,263,98406,N,5817,102,0,1568062
6716,18126,178021,1598.58,5,62,N,5,N,N,0,5,N,0,34,150536.0,207,69960,N,2310,102,0,853882
6716,133250,116616,803.5,5,62,N,5,N,N,0,5,N,0,34,133525.0,247,39556,N,3590,102,0,1568384
6769,160022,198839,324.18,5,62,N,5,N,N,0,5,N,0,32,114254.0,251,77987,N,5817,102,0,138791
6883,129445,33802,513.8,5,0,N,0,N,N,0,5,N,0,32,123751.0,457,7564,N,0,102,0,514402
6769,71052,28692,1097.0,5,62,N,5,N,N,0,1,N,0,32,135306.0,251,84421,N,5858,102,0,81448
6769,102162,92280,241.54,6,62,N,9,N,N,0,5,N,0,32,140032.0,251,84421,N,5858,102,0,59525
6777,80021,82012,1479.77,5,62,N,4,N,N,0,5,N,0,32,143538.0,270,3722,N,3281,102,0,1424026
6769,159497,33326,748.02,5,62,N,4,N,N,0,5,N,0,32,153102.0,251,77999,N,5800,102,0,81486
3191,117236,207374,398.75,5,26,N,9,N,N,0,5,N,0,32,155709.0,247,69159,N,5932,52,0,692510
5975,60889,25226,757.49,5,62,N,4,N,N,0,5,N,0,32,174318.0,247,91318,N,5817,102,0,1281798
0,50648,140055,465.62,5,0,N,2,N,N,0,0,N,0,32,104829.0,451,0,N,5817,102,0,15408
5975,82673,43686,809.43,5,62,N,4,N,N,0,5,N,0,32,124651.0,241,96023,N,5817,102,0,995310
6724,52338,119102,454.96,5,62,N,4,N,N,0,5,N,0,32,132055.0,334,39360,N,5812,102,0,1281569
5720,52418,165291,272.12,5,62,Y,8,N,N,0,5,N,0,32,211725.0,192,67459,N,6221,75,0,692971
6760,45668,140674,310.56,5,62,Y,2,N,N,0,5,N,0,32,215027.0,296,66694,N,3323,27,0,1867003
5975,97253,63245,471.83,5,62,N,4,N,N,0,5,N,0,33,103356.0,263,99221,N,5817,102,0,1353495
6767,163837,4405,772.62,5,62,N,2,N,N,0,5,N,0,33,151916.0,404,13841,N,5817,102,0,1424629
6292,3330,134463,714.15,4,62,N,2,N,N,0,5,N,0,33,92057.0,209,38254,N,5817,102,0,1139449
5720,134542,103268,155.83,5,45,Y,8,N,N,0,5,N,0,33,223813.0,212,67463,N,1803,75,2,695532
6215,111105,100792,229.88,5,62,Y,2,N,N,0,5,N,0,34,14926.0,380,54238,N,6580,38,0,1868457
6430,16991,36019,756.4,4,62,N,1,N,N,0,5,N,0,34,150833.0,343,53952,N,5817,102,0,1868988
5975,155193,149567,915.88,5,62,N,4,N,N,0,5,N,0,32,93426.0,263,94684,N,5817,102,0,1210250
5975,40480,172205,643.17,5,62,N,4,N,N,0,5,N,0,32,123824.0,306,88706,N,5817,102,0,1781224
6767,34394,72350,786.97,5,62,N,4,N,N,0,5,N,0,32,162623.0,247,6487,N,5817,102,0,1495727
6716,71834,14421,266.55,5,62,N,5,N,N,0,5,N,0,32,171932.0,349,101614,N,5829,102,0,1424151
6716,69928,136682,276.47,2,62,N,2,N,N,0,5,N,0,34,144246.0,264,48580,N,4526,102,0,1354122
6777,22444,60218,859.23,5,62,Y,8,N,Y,0,5,N,0,34,160456.0,248,5629,N,3588,102,0,1568406
6189,76983,176250,683.25,5,62,N,5,N,N,0,5,N,0,32,94731.0,263,99628,N,5817,102,0,1138838
6769,88018,127811,913.7,5,62,N,5,N,N,0,5,Y,1,32,205950.0,251,86741,N,5812,102,0,254101
6769,126591,150453,818.62,5,62,N,5,N,N,0,5,N,0,33,111225.0,251,78071,N,5858,102,0,398389
6769,79676,165858,400.73,5,62,N,5,N,N,0,5,N,0,33,155300.0,251,79043,N,6456,102,0,427455
6189,88421,130219,229.88,5,62,N,4,N,N,0,5,N,0,33,181714.0,275,91761,N,5817,102,0,1139803
6826,34082,201645,504.76,5,62,N,5,N,N,0,5,N,0,32,150034.0,292,6516,N,5817,102,0,1281673
3944,111618,152298,513.8,5,0,N,0,N,N,0,5,N,0,33,194505.0,453,544,N,0,102,0,623682
6760,66182,16332,426.47,5,62,N,6,N,N,0,5,N,0,33,225728.0,212,66661,N,1803,75,0,1868231
6769,14519,26194,1893.34,4,62,N,2,N,N,0,5,N,0,33,102706.0,343,78638,N,5817,102,0,311339
6716,31504,78768,744.43,5,62,N,4,N,N,0,5,N,0,34,150551.0,257,45365,N,3619,102,0,1639577
6767,5348,3091,766.3,5,62,N,4,N,N,0,5,N,0,32,91601.0,189,16607,N,5817,102,0,1567034
0,2516,6013,465.62,5,0,N,2,N,N,0,0,N,0,33,110006.0,451,0,N,5817,102,0,16290
6716,142501,5093,560.84,5,62,Y,8,N,N,0,5,N,0,33,151610.0,248,34239,N,5820,102,0,1282238
6716,149589,96050,480.9,5,62,N,5,N,N,0,5,N,0,32,121104.0,245,48783,N,5859,102,0,1781267
6011,150713,105325,680.31,5,62,N,6,N,N,0,5,N,0,32,345.0,296,59738,N,3789,42,0,1865907
3348,129345,207463,652.61,5,62,Y,8,N,N,0,5,N,0,32,63957.0,289,54828,N,3460,46,0,691897
3429,122280,205748,1002.59,5,71,Y,8,N,Y,0,5,N,0,32,95628.0,74,71990,N,2877,76,0,692052
5975,22093,12399,555.43,5,62,N,4,N,N,0,5,N,0,32,153350.0,263,98470,N,5817,102,0,1281700
6231,141988,192670,171.79,5,62,Y,2,N,N,0,5,N,0,32,173735.0,292,20126,N,5817,102,0,1495782
6716,74545,65412,949.5,5,62,N,5,N,N,0,5,N,0,32,191828.0,305,51019,N,3281,102,0,995590
6538,127929,73461,1102.98,5,62,N,4,N,N,0,5,N,0,33,201430.0,292,37127,N,3368,102,0,1282467
6769,40681,187669,2865.6,4,62,N,2,N,N,0,5,N,0,34,85452.0,343,78638,Y,5817,102,0,225961
6767,90056,163294,955.75,5,62,N,4,N,N,0,5,N,0,32,224634.0,248,19309,N,5817,102,0,1353357
6716,122954,44599,824.5,5,62,N,5,N,N,0,5,N,0,34,120816.0,281,61356,N,5803,102,0,1282704
6783,12725,138569,508.86,5,62,Y,8,N,N,0,5,N,0,32,73314.0,380,30052,N,6031,102,0,1781162
6767,1753,69471,1162.62,5,62,N,4,N,N,0,5,N,0,33,164854.0,381,15317,N,5817,102,0,1353685
6767,153870,175723,591.9,5,62,N,5,N,N,0,5,N,0,32,115936.0,277,12712,N,5817,102,0,1138898
6676,87116,180081,285.73,4,61,N,2,N,N,0,5,N,0,34,160725.0,408,59560,N,1417,104,0,1869071
6769,39572,16664,443.34,5,62,N,5,N,N,0,1,N,0,32,110609.0,247,85361,N,3281,102,0,426974
6101,8804,40386,0.0,5,62,N,2,N,N,0,5,N,0,32,144651.0,203,33794,N,2138,44,0,1866514
3177,109832,178985,883.55,5,32,Y,8,N,Y,0,5,N,0,32,170325.0,201,6973,N,5406,73,0,692532
3348,10527,190494,1016.34,5,62,Y,8,N,N,0,5,N,0,32,175007.0,289,54828,N,3460,46,0,692595
5975,111795,138459,660.1,5,62,N,5,N,N,0,5,N,0,32,143557.0,263,91041,N,5817,102,0,1067267
5975,52465,102992,642.57,5,62,N,5,N,N,0,5,N,0,32,191118.0,292,93232,N,5817,102,0,1139199
0,76303,154990,465.62,5,0,N,2,N,N,0,0,N,0,17,105851.0,451,0,N,5817,102,0,8315
5975,20850,164758,665.75,5,62,N,4,N,N,0,5,N,0,32,211706.0,263,96192,N,5817,102,0,924264
6215,123860,40124,0.0,5,62,N,2,N,N,0,5,N,0,32,210256.0,289,54828,N,3460,46,0,1867058
6532,114917,181117,839.89,5,62,Y,8,N,N,0,5,N,0,33,151622.0,207,34309,N,5820,102,0,1067841
6767,114464,170745,1024.29,5,62,N,5,N,N,0,5,N,0,33,142812.0,189,16614,N,5817,102,0,853369
6189,97500,104781,661.24,2,62,N,2,N,N,0,5,N,0,33,143743.0,264,96357,N,5817,102,0,1067865
6883,2001,195594,513.8,5,0,N,0,N,N,0,5,N,0,33,174516.0,457,9367,N,0,102,0,516076
6769,80209,25910,605.89,5,62,N,4,N,N,0,5,N,0,33,233135.0,263,77666,N,3406,102,0,196932
6716,88307,201766,632.84,5,62,Y,2,N,N,0,5,N,0,34,111643.0,201,34229,N,5820,102,0,1282676
6292,37294,192365,787.57,5,62,Y,2,N,N,0,5,N,0,34,113331.0,209,38206,N,5817,102,0,1568326
6769,73038,177104,523.88,5,62,N,5,N,N,0,5,N,0,34,163421.0,251,77996,N,5858,102,0,82084
5962,90736,42627,621.23,5,62,N,4,N,N,0,5,N,0,34,164856.0,251,75993,N,5817,102,0,996630
6769,141325,103963,522.58,5,62,N,5,N,N,0,5,N,0,34,191610.0,247,86130,N,5817,102,0,254612
6769,20693,163665,486.81,5,62,N,5,N,N,0,5,N,0,32,14946.0,251,85441,N,3588,102,0,426952
6767,157640,174629,373.76,5,62,N,4,N,N,0,5,N,0,32,63833.0,189,16607,N,5817,102,0,1567059
6769,112056,36980,494.97,5,62,N,5,N,N,0,8,N,0,32,110523.0,247,78098,N,5800,102,0,167586
6400,127691,166650,730.19,5,62,Y,1,N,N,0,5,N,0,33,94659.0,380,58164,N,3712,73,0,1867445
6716,29821,124945,757.92,5,62,N,4,N,N,0,5,N,0,32,142312.0,275,35284,N,5820,102,0,1281633
6769,86780,120903,639.25,5,62,Y,8,N,N,0,5,N,0,32,171151.0,247,78537,N,5817,102,0,167657
6767,87226,107882,451.14,5,62,N,5,N,N,0,5,N,0,32,181429.0,251,17759,N,5817,102,0,1210617
6215,108199,159498,1016.34,5,62,Y,2,N,N,0,5,N,0,33,30605.0,289,54828,N,3460,46,0,1867330
6769,61853,57092,691.17,5,62,N,4,N,N,0,5,N,0,33,182331.0,263,77857,N,3588,102,0,168100
3348,155378,26030,103.48,5,62,Y,8,N,N,0,5,N,0,33,200348.0,380,54238,N,6580,38,0,695273
6215,16575,108963,103.48,5,62,Y,2,N,N,0,5,N,0,34,132404.0,289,54828,N,3460,46,0,1868850
6581,559,12953,332.86,5,62,Y,2,N,N,0,5,N,0,33,215220.0,248,2556,N,5817,102,0,924833
6769,99514,174134,1841.59,4,62,N,2,N,N,0,5,N,0,34,85536.0,343,78638,N,5817,102,0,456650
6769,44114,61799,726.66,5,62,N,5,N,N,0,5,N,0,34,133600.0,251,77974,N,5817,102,0,427636
6881,105517,114779,513.8,5,0,N,0,N,N,0,5,N,0,34,145233.0,457,59333,N,0,102,0,517004
6769,106796,135953,1112.32,5,62,N,4,N,N,0,5,Y,2,32,100313.0,251,86792,N,5817,102,0,167565
6189,142569,114572,651.74,2,62,N,2,N,N,0,5,N,0,32,120904.0,264,92746,N,5817,102,0,1781266
6881,91152,161265,513.8,5,0,N,0,N,N,0,5,N,0,32,12443.0,457,59333,N,0,102,0,514039
5975,14410,35450,672.97,2,62,N,2,N,N,0,5,N,0,32,144244.0,264,96352,N,5817,102,0,1709732
6215,13889,137487,168.2,5,62,Y,2,N,N,0,5,N,0,32,204759.0,380,54238,N,6580,38,0,1866883
6767,135476,199132,394.74,5,62,N,4,N,N,0,5,N,0,33,75001.0,189,16603,N,5817,102,0,924337
6767,85105,48637,468.22,5,62,N,5,N,N,0,5,N,0,33,112444.0,251,19500,N,5817,102,0,924442
6189,11657,96162,825.23,5,62,N,2,N,N,0,5,N,0,33,124938.0,212,87078,N,5817,102,0,1781883
6189,46040,98410,689.07,2,62,N,2,N,N,0,5,N,0,33,82416.0,264,96744,N,5817,102,0,1781692
6833,136501,163345,302.97,5,62,Y,8,N,N,0,5,N,0,33,131023.0,292,38244,N,5817,102,0,1282210
6769,79538,132253,760.95,5,62,N,5,N,N,0,5,N,0,33,140609.0,251,77989,N,5817,102,0,168023
6231,153515,202216,785.96,5,62,N,5,N,N,0,5,N,0,33,192448.0,191,16622,N,5817,102,0,1496478
6769,36554,178738,478.91,5,62,N,5,N,N,0,5,N,0,34,102445.0,251,78058,N,5817,102,0,427557
6189,110651,969,329.43,2,62,N,2,N,N,0,5,N,0,34,92010.0,264,92752,N,5817,102,0,1568276
53,15396,153578,513.8,5,0,N,0,N,N,0,0,N,0,32,20516.0,453,611,N,0,102,0,829541
5982,93366,96013,588.75,5,62,N,5,N,N,0,5,N,0,32,111806.0,255,28644,N,6023,102,0,852547
6767,125911,159175,738.07,5,62,N,4,N,N,0,5,N,0,32,125737.0,263,16049,N,5817,102,0,1138935
6769,66624,26616,589.1,5,62,N,5,N,N,0,1,N,0,32,140102.0,251,77996,N,5858,102,0,398060
3226,103766,204290,373.76,5,62,Y,8,N,N,0,5,N,0,32,191727.0,296,90146,N,1460,102,0,692885
6769,104984,141708,618.99,5,62,Y,8,N,N,0,5,N,0,32,203724.0,248,84863,N,5817,102,0,196574
6292,157687,7705,728.31,5,62,Y,2,N,N,0,5,N,0,32,192208.0,250,38236,N,5817,102,0,1424205
6215,57231,116687,103.48,5,62,Y,2,N,N,0,5,N,0,32,145122.0,380,54238,N,6580,38,0,1866517
6769,4818,199106,956.94,5,62,N,5,N,N,0,5,N,0,32,192945.0,251,78074,N,5812,102,0,81521
5907,78197,103289,1575.78,5,62,Y,8,N,N,0,5,N,0,33,95112.0,405,103179,N,5932,52,2,694429
6716,106405,5915,616.41,5,62,N,4,N,N,0,5,N,0,33,153428.0,292,47024,N,4526,102,0,1211003
6769,149884,145951,1329.06,5,62,N,4,N,N,0,5,Y,2,33,180608.0,247,78175,N,4907,102,0,456545
6881,36693,119348,513.8,5,0,N,0,N,N,0,5,N,0,33,221715.0,457,86584,N,0,102,0,516427
5975,100796,137012,317.92,2,62,N,2,N,N,0,5,N,0,33,163755.0,264,94468,N,5817,102,0,1567936
6881,9527,202451,513.8,5,0,N,0,N,N,0,5,N,0,34,103957.0,457,68912,N,0,102,0,516771
6193,19332,80819,772.62,5,62,N,2,N,N,0,5,N,0,33,195901.0,411,44707,N,129,102,0,1353856
6769,29082,39267,732.52,4,62,N,2,N,N,0,5,N,0,34,93410.0,207,78249,N,5817,102,0,225974
6767,27629,94569,574.36,5,62,Y,8,N,Y,0,1,N,0,34,125805.0,191,20434,N,5817,102,0,1782408
6769,15185,159358,797.09,5,62,N,5,N,N,0,5,N,0,32,153619.0,263,85591,N,4481,102,0,282492
6769,87732,52949,932.13,5,62,N,5,N,N,0,5,N,0,65,115747.0,251,78015,N,3588,102,0,261849
6101,7592,193788,102.61,5,61,Y,2,N,N,0,5,N,0,32,203538.0,296,37860,N,6210,36,2,1866967
6215,77568,182228,103.48,5,62,Y,2,N,N,0,5,N,0,32,170257.0,380,54238,Y,6580,38,0,1866674
6716,134734,115693,680.57,5,62,N,4,N,N,0,5,N,0,32,172125.0,247,39566,N,3590,102,0,1495770
5970,6753,57977,868.32,5,62,N,4,N,N,0,5,N,0,32,181417.0,209,52923,N,5817,102,0,1495820
6322,62500,153835,54.5,5,62,Y,8,N,N,0,5,N,0,65,161833.0,250,38247,N,5817,102,0,1801163
6839,58964,50083,566.92,5,62,N,9,N,N,0,5,N,0,32,192346.0,247,84061,N,2310,102,0,196503
5975,53425,76349,720.7,5,62,N,4,N,N,0,5,N,0,66,95428.0,263,89699,N,5817,102,0,1301672
6032,93520,38837,1192.96,5,62,Y,2,N,N,0,5,Y,2,66,103021.0,247,82174,N,5817,102,0,233604
6032,137895,189290,213.26,5,62,Y,2,N,N,0,5,N,0,66,123946.0,373,79663,N,5817,102,0,348520
6767,119941,139049,1116.0,5,62,N,4,N,N,0,5,N,0,66,134850.0,247,6489,N,5817,102,0,1515993
6716,35477,62514,332.01,5,62,N,4,N,N,0,5,N,0,66,135243.0,257,70648,N,5813,102,0,1373017
6881,159246,38912,513.8,5,0,N,0,N,N,0,5,N,0,28,221242.0,457,86584,N,0,102,0,509849
6769,81791,32402,1216.61,5,62,N,9,N,N,0,5,Y,2,66,160848.0,247,78098,N,5800,102,0,118601
5975,76754,57842,439.93,5,62,N,4,N,N,0,5,N,0,66,174351.0,299,98740,N,5817,102,0,1659021
6716,9393,33062,884.33,5,62,N,4,N,N,0,5,Y,1,66,210226.0,247,60277,N,5803,102,0,1373444
6769,39384,176461,812.08,4,62,N,2,N,N,0,5,N,0,33,110345.0,343,78638,N,5817,102,0,139177
6769,78324,147038,1292.4,5,62,N,5,N,N,0,5,N,0,33,130103.0,247,78139,N,5817,102,0,81793
6203,92986,87875,532.72,5,13,Y,2,N,N,0,5,N,0,66,213742.0,247,44859,N,379,20,0,1903832
0,149403,45253,0.0,5,0,N,1,N,N,0,1,N,0,67,85857.0,340,103106,N,0,104,0,1957563
6189,46599,69874,524.74,5,62,Y,2,N,N,0,5,N,0,67,155726.0,192,90135,N,1458,102,0,1904498
0,163858,165016,465.62,5,0,N,2,N,N,0,0,N,0,18,105324.0,451,0,N,5817,102,0,8581
5023,15084,210867,470.8,5,71,N,4,N,N,0,5,N,0,67,161216.0,292,58300,N,1858,32,0,751202
6716,57305,137691,500.14,5,62,N,5,N,N,0,5,N,0,33,180704.0,257,34677,N,5820,102,0,1353774
0,1888,159462,465.62,5,0,N,2,N,N,0,0,N,0,68,100427.0,451,0,N,5817,102,0,32260
5720,5443,48966,0.0,5,62,Y,8,N,N,0,5,N,0,32,50107.0,257,67461,N,3402,75,0,691788
6881,109102,141245,513.8,5,0,N,0,N,N,0,5,N,0,21,134435.0,457,59369,N,0,102,0,500765
6648,57696,131076,334.56,5,62,Y,2,N,N,0,5,N,0,32,100450.0,441,34307,N,5820,102,0,1709630
6716,82848,190238,692.99,5,62,Y,2,N,N,0,5,Y,1,34,132922.0,247,34179,N,5820,102,0,853835
6716,4412,171490,1223.95,5,62,N,4,N,N,0,5,N,0,32,115511.0,286,59981,N,4247,102,0,1067150
6032,63623,81339,1085.47,5,62,N,5,N,N,0,5,N,0,32,181837.0,251,84421,N,5858,102,0,81556
6767,51666,148740,764.38,5,62,N,4,N,N,0,5,N,0,65,164334.0,281,17701,N,5817,102,0,1515574
6231,78784,144940,574.36,5,62,Y,2,N,Y,0,5,N,0,65,185854.0,191,20435,N,5817,102,0,1444031
6032,45007,174251,969.27,5,62,N,5,N,N,0,5,N,0,32,192309.0,251,78012,N,3588,102,0,311194
6231,58855,31188,581.63,5,62,Y,2,N,N,0,1,N,0,66,438.0,191,20434,N,5817,102,0,1902853
6215,157649,59520,551.51,5,62,Y,2,N,N,0,5,N,0,66,2620.0,380,54238,N,6580,38,0,1902879
6769,37971,93661,1047.53,4,62,N,2,N,N,0,5,N,0,33,101636.0,343,78638,N,5817,102,0,167869
6716,85020,49235,799.44,5,62,N,5,N,N,0,5,N,0,66,171205.0,357,41331,N,3590,102,0,1730312
6231,59877,150474,547.53,5,62,N,4,N,N,0,5,N,0,67,90602.0,421,12401,N,5817,102,0,1802224
3226,54768,16645,229.88,5,62,Y,8,N,N,0,5,N,0,67,111103.0,192,90135,N,1458,102,0,750635
6677,9151,41913,373.76,5,62,N,4,N,N,0,5,N,0,67,114818.0,417,29130,N,2488,102,0,873565
3755,42270,55750,884.33,5,0,N,0,N,N,0,5,N,0,68,5323.0,453,544,N,0,102,0,629747
6777,160537,67379,858.06,5,62,N,4,N,N,0,5,N,0,16,155324.0,207,4141,N,5800,102,0,1413954
5720,6343,123203,368.62,5,62,Y,8,N,N,0,5,N,0,68,10455.0,192,67459,N,6221,75,0,751904
6769,138930,111851,602.19,5,62,N,5,N,N,0,5,N,0,17,212207.0,257,82899,N,5817,102,0,365662
6189,142828,166657,808.86,5,62,N,4,N,N,0,5,N,0,68,103954.0,263,97087,N,5817,102,0,1374286
0,129350,52723,465.62,5,0,N,2,N,N,0,0,N,0,19,105317.0,451,0,N,5817,102,0,9141
6032,2867,113864,547.53,5,62,Y,2,N,N,0,5,N,0,32,125513.0,247,82174,N,5817,102,0,398040
4970,91848,138176,513.8,5,0,N,0,N,N,0,5,N,0,32,141912.0,453,507,N,0,102,0,623284
6881,31171,79813,513.8,5,0,N,0,N,N,0,5,N,0,32,143441.0,457,74337,N,0,102,0,514592
6881,95772,16783,513.8,5,0,N,0,N,N,0,5,N,0,32,183057.0,457,74005,N,0,102,0,514997
5975,27780,22697,407.87,5,62,N,5,N,N,0,5,N,0,32,190933.0,263,89738,Y,5817,102,0,1353206
6189,49549,86504,610.2,2,62,N,2,N,N,0,5,N,0,32,203458.0,264,96344,N,5817,102,0,1710000
5720,57539,101004,0.0,5,71,Y,8,N,N,0,5,N,0,32,230038.0,349,67619,N,1803,75,0,693081
6881,131152,1793,513.8,5,0,N,0,N,N,0,5,N,0,33,111604.0,457,59369,N,0,102,0,515626
6779,146240,117253,787.77,2,62,N,2,N,N,0,5,N,0,33,165952.0,264,8046,N,3277,102,0,1782047
6581,145890,112427,1026.09,5,62,Y,2,N,Y,0,5,N,0,33,171127.0,329,4481,N,5800,102,0,1710475
5818,39833,30576,0.0,4,61,N,2,N,N,0,8,N,0,33,213323.0,322,102979,N,5751,104,0,695438
6716,131376,82766,1017.48,6,62,Y,2,N,Y,0,5,N,0,33,235034.0,306,34195,N,5820,102,0,853669
6769,149822,207048,782.11,5,62,N,5,N,N,0,5,N,0,34,142142.0,251,78061,N,5817,102,0,226024
6716,64427,103876,655.51,5,62,N,5,N,N,0,5,N,0,32,110946.0,281,36256,N,5820,102,0,923759
0,46843,117296,465.62,5,0,N,2,N,N,0,0,N,0,34,105723.0,451,0,N,5817,102,0,16777
6189,138791,81913,776.57,2,62,N,2,N,N,0,5,N,0,32,180035.0,264,96745,N,5817,102,0,1781469
6834,98668,152510,438.21,5,62,N,4,N,N,0,5,N,0,32,122945.0,292,90644,N,5817,102,0,995245
6881,46211,91186,513.8,5,0,N,0,N,N,0,5,N,0,18,133359.0,457,59333,N,0,102,0,497307
5981,117708,89493,502.46,5,62,N,5,N,N,0,5,N,0,32,162515.0,277,23818,N,5817,102,0,852837
6769,9359,1315,193.61,5,62,N,5,N,N,0,5,N,0,32,173940.0,251,78075,N,5817,102,0,81537
6769,75093,124244,1389.44,5,62,N,5,N,N,0,5,Y,4,33,103254.0,286,86812,N,3588,102,0,369535
6769,79012,194047,820.83,5,62,N,5,N,N,0,5,N,0,32,195957.0,251,84421,N,5858,102,0,282586
6716,78372,84633,2076.76,5,62,N,2,N,N,0,5,N,0,33,125510.0,343,38704,N,5817,102,0,1067726
6203,160639,14363,302.16,5,13,Y,2,N,N,0,5,N,0,33,130641.0,247,44859,N,379,20,0,1867686
6288,35765,57270,527.74,5,62,Y,2,N,N,0,5,N,0,33,152005.0,337,20984,N,621,93,0,1867826
6032,123059,73585,293.13,5,62,Y,2,N,N,0,7,N,0,34,125119.0,257,99911,N,5817,102,0,197044
6032,40500,134186,916.17,5,62,Y,2,N,N,0,5,N,0,34,144536.0,247,82174,N,5817,102,0,197004
5720,124406,134912,334.56,5,62,Y,8,N,N,0,5,N,0,32,60635.0,367,67602,N,6576,46,0,691761
6881,134586,115452,513.8,5,0,N,0,N,N,0,5,N,0,32,105342.0,457,59333,N,0,102,0,514253
0,119383,85812,465.62,5,0,N,2,N,N,0,0,N,0,32,105453.0,451,0,N,5817,102,0,15632
6716,135040,147292,622.82,5,62,Y,2,N,Y,0,5,N,0,34,133112.0,349,62911,N,4481,102,0,925041
0,9850,162329,465.62,5,0,N,2,N,N,0,0,N,0,32,104430.0,451,0,N,5817,102,0,15269
6716,18949,40160,752.67,5,62,N,4,N,N,0,5,N,0,32,124738.0,292,61209,N,5803,102,0,1709707
3348,13167,68444,103.48,5,62,Y,8,N,N,0,5,N,0,32,12820.0,380,54238,N,6580,38,0,691567
6777,131174,51974,768.0,2,62,N,9,N,N,0,5,N,0,32,131924.0,264,3826,N,3281,102,0,1567191
6716,54190,158409,1296.25,5,62,N,4,N,N,0,5,N,0,32,133936.0,247,48841,N,5859,102,0,1638279
6881,59668,187024,513.8,5,0,N,0,N,N,0,5,N,0,32,122648.0,457,86584,N,0,102,0,514324
6716,19094,39025,1238.59,5,62,N,4,N,N,0,5,Y,2,32,154605.0,247,60275,N,5803,102,0,1709783
6292,35485,96285,1575.34,5,62,Y,2,N,N,0,5,N,0,32,194736.0,212,38234,N,5817,102,0,1210673
6618,87340,5842,185.5,5,62,Y,2,N,N,0,5,N,0,32,113823.0,192,65472,N,6593,75,0,1866317
3226,81350,12091,242.8,5,62,Y,8,N,N,0,5,N,0,32,152628.0,192,90135,N,1458,102,0,692401
6881,58644,92833,513.8,5,0,N,0,N,N,0,5,N,0,32,184556.0,457,74337,N,0,102,0,514956
6716,132558,44913,465.62,5,62,Y,2,N,N,0,5,N,0,32,200151.0,296,34248,N,5820,102,0,853008
6231,19948,158361,812.26,5,62,N,5,N,N,0,5,N,0,33,180417.0,247,18419,N,5817,102,0,996133
3348,124306,167493,103.48,5,62,Y,8,N,N,0,5,N,0,33,45924.0,289,54828,N,3460,46,0,694163
6769,130620,173039,677.06,4,62,N,2,N,N,0,5,N,0,33,102126.0,343,78638,N,5817,102,0,340423
6322,153437,209600,817.87,5,62,Y,8,N,N,0,5,N,0,34,95353.0,209,38206,N,5817,102,0,1140022
6716,39453,164479,547.53,5,62,N,5,N,N,0,1,N,0,34,135256.0,247,0,N,5803,102,0,1868799
6625,147541,184636,397.42,5,62,N,5,N,N,0,1,N,0,33,190717.0,250,84194,N,5800,102,0,1867960
0,128364,13271,465.62,5,0,N,2,N,N,0,0,N,0,34,105546.0,451,0,N,5817,102,0,16748
6769,60023,194970,86.9,5,62,N,5,N,N,0,5,N,0,34,190043.0,251,78070,N,5800,102,0,340821
6215,55747,199150,0.0,5,62,N,2,N,N,0,5,N,0,32,824.0,289,54828,N,3460,46,0,1865915
3221,104965,169907,0.0,5,61,Y,8,N,N,0,5,N,0,32,51804.0,257,41611,N,1072,104,0,691815
5975,19661,99556,229.88,5,62,N,4,N,N,0,5,N,0,32,134109.0,191,86893,N,5817,102,0,1638281
6769,53804,77961,577.29,5,62,N,5,N,N,0,5,N,0,32,190830.0,251,77989,N,5817,102,0,427095
3760,106545,8124,406.59,5,61,Y,8,N,N,0,5,N,0,32,133650.0,286,435,N,4284,104,0,692247
6769,77770,90930,759.87,5,62,N,5,N,N,0,5,N,0,32,212340.0,251,78124,N,5800,102,0,427195
6769,75811,50734,620.59,4,62,N,2,N,N,0,5,N,0,33,102357.0,343,78638,N,5817,102,0,167879
6777,30571,207854,1202.35,5,62,Y,8,N,Y,0,5,N,0,34,85913.0,432,2169,N,5817,102,0,1068217
6783,76043,205955,882.28,5,62,N,5,N,N,0,5,N,0,33,161040.0,280,29797,N,3634,102,0,1710438
